created_at,indexed_at,text,author_handle,author_display_name,author_did,like_count,repost_count,reply_count,uri,cid,financial_score,top_topics,top_scores,finbert_sentiment,finbert_score
2026-04-23T00:22:49.770Z,2026-04-23T00:22:50.163Z,ngl there s a part of me wanting us to hit the wall btfd needs to die,thinkyparts.bsky.social,Thinky Parts (human algorithm),did:plc:ktp2ld7ndrfviqzoveuz5yng,8,0,1,at://did:plc:ktp2ld7ndrfviqzoveuz5yng/app.bsky.feed.post/3mk4qmzym2k2n,bafyreiagtcl3jtqcwo5y4bvxieqh6eyjqukoxva65d4rvjpxqtfpjqk6lm,0.5637616515159607,"['derivatives', 'macro']","[0.5637616515159607, 0.5416768789291382]",neutral,0.8266777396202087
2026-04-22T16:00:15.560Z,2026-04-22T16:00:15.865Z,btfd,bobmungovan.bsky.social,Bob Mungovan,did:plc:trdkyzclczb2km67pnycz3oe,1,0,0,at://did:plc:trdkyzclczb2km67pnycz3oe/app.bsky.feed.post/3mk3ukep4es2i,bafyreigskt2sh2cb77kkfgyfjibuo5mclsqadpxqprscwi5jeurcasutze,0.6024580001831055,"['crypto', 'derivatives']","[0.6024580001831055, 0.5569390654563904]",neutral,0.915353000164032
2026-04-22T13:23:29.368Z,2026-04-22T13:23:29.661Z,cant stop here this is btfd country,deus01.bsky.social,eggnog slut,did:plc:ntozjojtvshojywsym7wbsca,2,0,0,at://did:plc:ntozjojtvshojywsym7wbsca/app.bsky.feed.post/3mk3ls2awy22e,bafyreicheanvhkxzittrm7ijyatkx3fy7jl77f5j3qyunv65b372t3asua,0.5535494685173035,"['crypto', 'macro']","[0.5535494685173035, 0.5278615355491638]",neutral,0.9070383310317993
2026-04-21T23:17:18.289Z,2026-04-21T23:17:18.557Z,btfd,bobmungovan.bsky.social,Bob Mungovan,did:plc:trdkyzclczb2km67pnycz3oe,0,0,0,at://did:plc:trdkyzclczb2km67pnycz3oe/app.bsky.feed.post/3mk24ix6k622x,bafyreidq6jjcjzjykk73otmogi2smbwrkuvuwpfhpoyria34d3slfzdiwa,0.6024580001831055,"['crypto', 'derivatives']","[0.6024580001831055, 0.5569390654563904]",neutral,0.915353000164032
2026-04-21T21:16:40.637Z,2026-04-21T21:16:42.956Z,youtubecomwatchvbtfd,brucemseymour.bsky.social,Blue B-liever,did:plc:wegufmrgiv7c2wmob4ja2brd,0,0,1,at://did:plc:wegufmrgiv7c2wmob4ja2brd/app.bsky.feed.post/3mjzvraswn22o,bafyreib2oohfejcpfbeomcqzkoybh4z33lrwznpwfcblsvqvt664ki2gpy,0.5479446649551392,"['equities', 'derivatives']","[0.5479446649551392, 0.5416851043701172]",neutral,0.9300084114074707
2026-04-21T16:46:36.460Z,2026-04-21T16:46:36.959Z,this btfd just does not end like you should not want to buy qqq here but some is trying,kingbradentucky.bsky.social,,did:plc:tmr5xpcvpidyrtuimv5u37yj,2,0,1,at://did:plc:tmr5xpcvpidyrtuimv5u37yj/app.bsky.feed.post/3mjzgodcpz22c,bafyreigy7h5nwl2iaslanqj2aspfjsoigykqg62obm2xftrpxb7cpiuypi,0.5940622091293335,"['crypto', 'derivatives']","[0.5940622091293335, 0.5633863806724548]",neutral,0.9200151562690735
2026-04-21T14:20:36.217Z,2026-04-21T14:20:36.162Z,ny btfd cvd es7170 mnq 30 mes2,xeoren114p.bsky.social,orenXEッペル,did:plc:suopnuyypv6rlj5fwnkzh7ze,1,0,0,at://did:plc:suopnuyypv6rlj5fwnkzh7ze/app.bsky.feed.post/3mjz6javd7c2p,bafyreigpeqivpn57ek3iqerwsz43uqyvfnoqwjbzmno5acl2jbt6lk5oii,0.5819907784461975,"['derivatives', 'crypto']","[0.5819907784461975, 0.567300021648407]",neutral,0.9056421518325806
2026-04-20T20:41:02.494Z,2026-04-20T20:41:04.259Z,supervisor mike mccready is joined by btfd fire chief john leroy and trustee chris kolinski to discuss a possible interlocal agreement for fire service with the village of bingham farms youtubecomshortsqxmj we want resident feedback please share your input at bloomfieldtwpmigovcontact,bloomfieldtwpgov.bsky.social,Bloomfield Township Government,did:plc:xtvkyg7ilwizpqxjvgkv2oau,0,0,1,at://did:plc:xtvkyg7ilwizpqxjvgkv2oau/app.bsky.feed.post/3mjxdcmbebc2z,bafyreigansqqlwv5c7pknos3c4unw65e65vshms7vygsd5kyikgohqqnee,0.562310516834259,"['derivatives', 'crypto']","[0.562310516834259, 0.5274400115013123]",neutral,0.8737106919288635
2026-04-17T14:11:58.595Z,2026-04-17T14:11:59.156Z,keeping some dry powder to btfd will end up buying bonds instead,deus01.bsky.social,eggnog slut,did:plc:ntozjojtvshojywsym7wbsca,3,0,2,at://did:plc:ntozjojtvshojywsym7wbsca/app.bsky.feed.post/3mjp465fpyk2h,bafyreidpeo7xrhmwgrmblabb4zovvn4c2odeid43srs5c6k5gcu5usqgpy,0.5750190019607544,"['equities', 'forex']","[0.5750190019607544, 0.5740912556648254]",neutral,0.8485020995140076
2026-04-15T20:05:03.396Z,2026-04-15T20:05:05.222Z,this has been another really whack btfd moment,interfluidity.com,Steve Randy Waldman,did:plc:whewc7lro4sggfu6iifjdrkq,4,0,1,at://did:plc:whewc7lro4sggfu6iifjdrkq/app.bsky.feed.post/3mjkoxnv37223,bafyreiauq6uzryzgymaa3ca3nv4u46uqfijg65urlbhkuq43j2ualrodnq,0.54349285364151,"['macro', 'crypto']","[0.54349285364151, 0.5373873710632324]",negative,0.9199599623680115
2026-04-13T11:44:05.478Z,2026-04-13T11:44:06.199Z,keep your cool buy the dip btfd aabt,ghostlineboo.bsky.social,Ghostline,did:plc:7xuv2wys4plvie7xqzqycaih,0,0,0,at://did:plc:7xuv2wys4plvie7xqzqycaih/app.bsky.feed.post/3mjerzziooc2y,bafyreig2jzujpqsxng6bj65rlzoov5jvwp6sxb54g5ghus3362xog5a4pm,0.5864951014518738,"['equities', 'macro']","[0.5864951014518738, 0.5758483409881592]",neutral,0.8867201209068298
2026-04-10T17:55:12.166Z,2026-04-10T17:55:12.801Z,maybe we need more ptsd to escape from btfd,jenonymous.bsky.social,Jen d’Arc,did:plc:nfb4rhvuhpvhrfscrj2k4t3f,1,0,0,at://did:plc:nfb4rhvuhpvhrfscrj2k4t3f/app.bsky.feed.post/3mj5veubt6c2d,bafyreig2l6t6murcw7whfsow2urtyzv62e52wded45s7ztggwghggikxvq,0.5643302798271179,"['derivatives', 'equities']","[0.5643302798271179, 0.5324279069900513]",neutral,0.6624507904052734
2026-04-10T08:05:01.767Z,2026-04-10T08:05:06.492Z,this dynamic will bury passive flow and btfd youtubekk2h9124kj4,barracudacap.bsky.social,Barracuda Capital,did:plc:7qfuw3lqs6tcqbytsqql5k3w,2,0,0,at://did:plc:7qfuw3lqs6tcqbytsqql5k3w/app.bsky.feed.post/3mj4ufo7un52k,bafyreibfactjp7jpzcijw3yobbaxx56lbi55lsbg3ws3fjxlwvmbijluf4,0.5774292349815369,"['equities', 'crypto']","[0.5774292349815369, 0.5534084439277649]",neutral,0.8742210268974304
2026-04-08T23:28:35.373Z,2026-04-08T23:28:37.393Z,djing for the gym cats dance floorroutine floormusic uofa universityofarizona btfd beardown tucson,craywayne.bsky.social,Cray wayne,did:plc:64nit6wke6d4xlst42jzios5,2,0,0,at://did:plc:64nit6wke6d4xlst42jzios5/app.bsky.feed.post/3mizh36quqs2q,bafyreicjdtjexnoq4ecdj6wdi4irxxuew45hkzvoox7yn2reptrje6dkoa,0.5256129503250122,"['crypto', 'derivatives']","[0.5256129503250122, 0.5147239565849304]",neutral,0.9262474179267883
2026-04-08T01:39:29.664Z,2026-04-08T01:39:34.293Z,how old is the concept btfd and how infused is it into the people driving these rallies,kingoficme.bsky.social,Alex,did:plc:jhj7r6fxkyj5jgfrxyc2lebl,0,0,0,at://did:plc:jhj7r6fxkyj5jgfrxyc2lebl/app.bsky.feed.post/3mix5wcuy222b,bafyreig4tyhqswmzbmsxxspdgrj2557k6ahlsrclur27i4uqia3lnis4uq,0.5857653021812439,"['crypto', 'macro']","[0.5857653021812439, 0.5428687930107117]",neutral,0.9377351403236389
2026-04-07T23:11:30.980Z,2026-04-07T23:11:31.397Z,my 2026 investing strategy is a lot like my covid investing strategy either all this is going to pass and stocks are going to shoot back up or civilization is going to end and my brokerage account wont matter so btfd,bsky.vitriol.net,Steve,did:plc:e5zw7rjyqiqcxerktpysrn2p,0,0,0,at://did:plc:e5zw7rjyqiqcxerktpysrn2p/app.bsky.feed.post/3miwvnpiz7s2v,bafyreidczgitbgbyj4fzcmj24474hkooowkz5w3ggbwkahfqie6elk2tdm,0.6750155687332153,"['equities', 'crypto']","[0.6750155687332153, 0.6636443138122559]",neutral,0.8349684476852417
2026-04-07T17:09:46.282Z,2026-04-07T17:09:46.698Z,i work for 5 seconds and come back and see you guys btfd wth,jimmyalapdance.bsky.social,JZ,did:plc:i3verlufxdknyhdejwxt2lve,0,0,0,at://did:plc:i3verlufxdknyhdejwxt2lve/app.bsky.feed.post/3miwbguc73c2t,bafyreidw477hbdy3v3vvx5dfr3d3tvmdtij6z4ddiymaekt5yu7pkljrcy,0.5488853454589844,"['crypto', 'equities']","[0.5488853454589844, 0.5343908667564392]",neutral,0.9269210696220398
2026-04-07T16:14:14.944Z,2026-04-07T16:14:15.396Z,btfd in stonks,deus01.bsky.social,eggnog slut,did:plc:ntozjojtvshojywsym7wbsca,1,0,0,at://did:plc:ntozjojtvshojywsym7wbsca/app.bsky.feed.post/3miw6dlbtcs2c,bafyreiawxz5szc74duqz2pnabiwowizlrnw6fbl4fiurkglxlyomzq6fwe,0.5864460468292236,"['crypto', 'derivatives']","[0.5864460468292236, 0.5540660619735718]",neutral,0.919305145740509
2026-04-05T05:54:36.886Z,2026-04-05T05:54:36.396Z,thinking about this further we had a great football season too theres been a lot to enjoy and be happy about this school year btfd,collinyourbs.bsky.social,Collin Yourbs 🌵✡️ 🟦,did:plc:swf6bbqk2p7p42h4tqt6jlrf,3,0,0,at://did:plc:swf6bbqk2p7p42h4tqt6jlrf/app.bsky.feed.post/3miq2rqm6wk2m,bafyreianjhmy5xzcvyb3dxoolq6og54brrj6syntpq3jskmhlh2go3fzla,0.5269321799278259,"['equities', 'macro']","[0.5269321799278259, 0.513663649559021]",positive,0.756248950958252
2026-04-05T03:39:04.426Z,2026-04-05T03:39:05.500Z,hell of a season for arizona btfd,olsondogg.bsky.social,ODogg,did:plc:5hjejwyko4cdpvkqvryitslx,6,0,1,at://did:plc:5hjejwyko4cdpvkqvryitslx/app.bsky.feed.post/3mipt7ev2lc2q,bafyreiavtd6w2dmd2kwtw2hlux6vngitnhzv6aved4t42c2qkwxhlg5e3a,0.5787674188613892,"['derivatives', 'macro']","[0.5787674188613892, 0.5513319969177246]",neutral,0.6191685795783997
2026-04-05T03:36:15.924Z,2026-04-05T03:36:16.396Z,win or lose i appreciate the time and effort that my wildcats put in day in and day out to put the best team on the court every game while im rooting from the comfort of my couch theyre out there busting their ass every day thanks for a fun season wildcats btfd gocats beardown,collinyourbs.bsky.social,Collin Yourbs 🌵✡️ 🟦,did:plc:swf6bbqk2p7p42h4tqt6jlrf,13,0,1,at://did:plc:swf6bbqk2p7p42h4tqt6jlrf/app.bsky.feed.post/3mipt2e6st22w,bafyreihme2qriwipaqym4tn7vuiqxipscrbapv47ukh5pp67ln3ni7zaeq,0.5982090830802917,"['equities', 'derivatives']","[0.5982090830802917, 0.5556308031082153]",neutral,0.757452666759491
2026-04-05T02:49:54.579Z,2026-04-05T02:49:54.196Z,btfd cats,ajflick.bsky.social,AJ Flick,did:plc:ocpzeltihiisreympuhfdbau,0,0,0,at://did:plc:ocpzeltihiisreympuhfdbau/app.bsky.feed.post/3mipqhhoumk2v,bafyreieot2x6gawdsnusz7ebftuf2jqfxl5pnrj5alejtbeq36dr7wxomm,0.5737478733062744,"['crypto', 'derivatives']","[0.5737478733062744, 0.5491594672203064]",neutral,0.9215806722640991
2026-04-05T01:23:36.494Z,2026-04-05T01:23:37.195Z,lfg btfd gocats beardown wildaboutthecats,collinyourbs.bsky.social,Collin Yourbs 🌵✡️ 🟦,did:plc:swf6bbqk2p7p42h4tqt6jlrf,11,0,1,at://did:plc:swf6bbqk2p7p42h4tqt6jlrf/app.bsky.feed.post/3mipln5icws2o,bafyreiho2gl4j7roevt74kxgikzfigaw7afyslb6knvoxexg4j64gnkbly,0.5813632011413574,"['derivatives', 'crypto']","[0.5813632011413574, 0.5279141664505005]",neutral,0.8949099183082581
2026-04-05T01:17:02.746Z,2026-04-05T01:17:05.411Z,let s go win this thing btfd,zonabearr.bsky.social,Joe 🌵🐻,did:plc:diczxb6tyrk37kspuv6bukd6,0,0,0,at://did:plc:diczxb6tyrk37kspuv6bukd6/app.bsky.feed.post/3miplbfy2gk2g,bafyreibvxgadubocqy5vnvsdd5akg4x65xhha57s6udh4iqe3t3oogtehe,0.5584160089492798,"['equities', 'crypto']","[0.5584160089492798, 0.5576791763305664]",neutral,0.8734503984451294
2026-04-04T23:13:09.716Z,2026-04-04T23:13:11.996Z,arizonabv michigan winner plays for the national championship good cats btfd,brighttail.bsky.social,Greymuzzle Brighttail Faux Pas,did:plc:nustua4o3gdodu3ofk5fej46,0,0,0,at://did:plc:nustua4o3gdodu3ofk5fej46/app.bsky.feed.post/3mipedvby3225,bafyreicdgnuflxpifmzqd32sk4almsgs762pzljyxiuulcnz7omgh5g5nq,0.5480090379714966,"['derivatives', 'equities']","[0.5480090379714966, 0.5449103713035583]",neutral,0.8822681307792664
2026-04-04T17:58:20.338Z,2026-04-04T17:58:21.597Z,today is the day we beardown i was there in 97 when we won it all it s been a long hard climb to get back to this point these guys can get it done go out there and do great things cats btfd,penslifer.bsky.social,Penslifer,did:plc:73667cqaojg63ci2vsivl6up,2,0,0,at://did:plc:73667cqaojg63ci2vsivl6up/app.bsky.feed.post/3miosqwxuvc2l,bafyreidk4h4xbd45z3lrts7ua7rcowl3mcijjuraqlpe3wm7o5car2jpcu,0.5506471395492554,"['derivatives', 'equities']","[0.5506471395492554, 0.5470490455627441]",positive,0.6498027443885803
2026-04-03T18:40:53.818Z,2026-04-03T18:40:56.201Z,woot btfd universityofarizona tommy lloyd staying at arizona wildcats coach turns down massive offer from north carolina cbs sports sharegooglecltzfkityf6e,pcinnm.bsky.social,Pat Collins,did:plc:yd4yhdn7sqouanzgstykwm2a,0,0,0,at://did:plc:yd4yhdn7sqouanzgstykwm2a/app.bsky.feed.post/3mimeo4p6ok2b,bafyreihdffliv7izmelt4dlemwgvgxnibmil4f6cpnnsuxpk4llyh6owuq,0.5941482782363892,"['derivatives', 'equities']","[0.5941482782363892, 0.5755524039268494]",neutral,0.7467985153198242
2026-04-03T18:36:19.623Z,2026-04-03T18:36:21.498Z,woot btfd tommy lloyd staying at arizona wildcats coach turns down massive offer from north carolina cbs sports sharegooglecltzfkityf6e,pcinnm.bsky.social,Pat Collins,did:plc:yd4yhdn7sqouanzgstykwm2a,0,0,0,at://did:plc:yd4yhdn7sqouanzgstykwm2a/app.bsky.feed.post/3mimefx7g4s2w,bafyreibcahyqbeovjdmpwam3eti6e6gcmgccuumbabdycrxt25jcrwwox4,0.6032288670539856,"['derivatives', 'equities']","[0.6032288670539856, 0.578613817691803]",neutral,0.7361287474632263
2026-04-03T18:24:57.485Z,2026-04-03T18:24:58.494Z,wildcats assemble beardown btfd uofa universityofarizona tucson arizonawildcats finalfour,craywayne.bsky.social,Cray wayne,did:plc:64nit6wke6d4xlst42jzios5,1,0,0,at://did:plc:64nit6wke6d4xlst42jzios5/app.bsky.feed.post/3mimdrmxnbk2w,bafyreienqjc2vf6dmlcsp5vamacpcjd4b4iuktibosr4bufrbustgwklxq,0.5262751579284668,"['derivatives', 'equities']","[0.5262751579284668, 0.5103290677070618]",neutral,0.9196373224258423
2026-04-03T15:42:12.759Z,2026-04-03T15:42:13.094Z,this is fantastic btfd,erander42.bsky.social,EA,did:plc:p4e7o7rsa6bhau7s2uxjj7t2,2,0,0,at://did:plc:p4e7o7rsa6bhau7s2uxjj7t2/app.bsky.feed.post/3mim2omcgis23,bafyreibnsvrfz3dvsbrlgy2qdvmadgalaladbail3lwgwiyfuqf2ongqc4,0.5608687400817871,"['crypto', 'derivatives']","[0.5608687400817871, 0.5354943871498108]",neutral,0.9196345806121826
2026-04-02T13:29:12.335Z,2026-04-02T13:29:12.591Z,cant wait to see how psychotic teh btfd people are today,kingbradentucky.bsky.social,,did:plc:tmr5xpcvpidyrtuimv5u37yj,2,0,0,at://did:plc:tmr5xpcvpidyrtuimv5u37yj/app.bsky.feed.post/3mijcru4hos2v,bafyreigsf4x645morrvjgospyzdxtddps44cneedkzxj2jyk5lpyill5za,0.5606931447982788,"['crypto', 'macro']","[0.5606931447982788, 0.5521045923233032]",neutral,0.8997266888618469
2026-04-02T04:03:48.654Z,2026-04-02T04:03:48.796Z,if i were michael lewis i d be doing my research now of the death of btfd might still be a year or two out might be next week but btfd is a dead man walking,thinkyparts.bsky.social,Thinky Parts (human algorithm),did:plc:ktp2ld7ndrfviqzoveuz5yng,1,0,0,at://did:plc:ktp2ld7ndrfviqzoveuz5yng/app.bsky.feed.post/3miid6txtyc2n,bafyreid5obbytcjzluiekmjw2u3sbiqmxympoq4begx2qdrrawfl5rropi,0.5699111819267273,"['crypto', 'macro']","[0.5699111819267273, 0.545484721660614]",neutral,0.639248251914978
2026-04-02T01:17:31.528Z,2026-04-02T01:17:31.993Z,arizona is going to win convincingly on saturday btfd,olsondogg.bsky.social,ODogg,did:plc:5hjejwyko4cdpvkqvryitslx,6,0,0,at://did:plc:5hjejwyko4cdpvkqvryitslx/app.bsky.feed.post/3mihzvj24us2m,bafyreiarndzsvnex7ina3qa3ss2kuo2rlr7fnzkpimjxl2lvpwnrolqaai,0.5574516654014587,"['equities', 'derivatives']","[0.5574516654014587, 0.5533198118209839]",positive,0.8343766927719116
2026-04-01T21:45:20.331Z,2026-04-01T21:45:21.093Z,i can t figure it out btfd has just worked way too long,thinkyparts.bsky.social,Thinky Parts (human algorithm),did:plc:ktp2ld7ndrfviqzoveuz5yng,2,0,1,at://did:plc:ktp2ld7ndrfviqzoveuz5yng/app.bsky.feed.post/3miho23mtck2z,bafyreiff4gv7etcyy6rvmpeo3xuzkzspvzwdxng5bciycuu6yv6wpfxf6y,0.5851588249206543,"['crypto', 'derivatives']","[0.5851588249206543, 0.5504339337348938]",negative,0.6058042049407959
2026-04-01T20:56:22.837Z,2026-04-01T20:56:23.900Z,btfd not a hell hole really a very nice place to live yes to the infrastructure improvements which are actively underway in many parts of the valley look at the extension of light rail and accompanying redevelopment of metro center as an example,collinyourbs.bsky.social,Collin Yourbs 🌵✡️ 🟦,did:plc:swf6bbqk2p7p42h4tqt6jlrf,1,0,1,at://did:plc:swf6bbqk2p7p42h4tqt6jlrf/app.bsky.feed.post/3mihlck7nsc2a,bafyreibvuhlzlk75y3be5hb3k65wn73i2u4c2nqqoyfwpy3pesxs4atsmq,0.5610698461532593,"['derivatives', 'macro']","[0.5610698461532593, 0.5508264303207397]",neutral,0.7684695720672607
2026-03-31T17:17:08.863Z,2026-03-31T17:17:08.993Z,taco too big to fail trumpbux btfd whatever it takes to make line go up,skoryy.bsky.social,The Neverending Skoryy,did:plc:vrjakkismhdxdhizvlu2yp45,0,0,0,at://did:plc:vrjakkismhdxdhizvlu2yp45/app.bsky.feed.post/3mieolm5h3k2w,bafyreicsbgewpmllozjgmtjqndqor444rac4lqo3eqdf2jq6in3gxllby4,0.5929292440414429,"['crypto', 'equities']","[0.5929292440414429, 0.5693480372428894]",neutral,0.9155120253562927
2026-03-30T15:40:23.890Z,2026-03-30T15:40:24.792Z,given the btfd nature of the market that would make sense,deus01.bsky.social,eggnog slut,did:plc:ntozjojtvshojywsym7wbsca,1,0,0,at://did:plc:ntozjojtvshojywsym7wbsca/app.bsky.feed.post/3mibypomz4k2c,bafyreihkgvktufq5ip5evbr66metocnuy3esvvcbsqn4qm6iyxannklaue,0.7209740281105042,"['crypto', 'macro']","[0.7209740281105042, 0.6097011566162109]",neutral,0.8725881576538086
2026-03-29T20:54:38.851Z,2026-03-29T20:54:58.094Z,if you want to be the best you gotta beat the best arizona v michigan go cats btfd,brighttail.bsky.social,Greymuzzle Brighttail Faux Pas,did:plc:nustua4o3gdodu3ofk5fej46,1,0,0,at://did:plc:nustua4o3gdodu3ofk5fej46/app.bsky.feed.post/3mi7zsoo5u22y,bafyreicjkfsanbutkt2gkvg26geoli5wf3quzfysees5ivo2nmzsirve4e,0.5731940865516663,"['equities', 'derivatives']","[0.5731940865516663, 0.5564860105514526]",neutral,0.8258626461029053
2026-03-29T12:06:34.807Z,2026-03-29T12:06:57.795Z,good morning papa gave me this snuggly wrap to sleep in and is it soft it is like it hasnt been worn in 25 years or something big celebration last night everyone saying how the cats did it i dont know what they did but i will be keeping an eye on jynx and nikki dog furry piper btfd,brighttail.bsky.social,Greymuzzle Brighttail Faux Pas,did:plc:nustua4o3gdodu3ofk5fej46,1,1,0,at://did:plc:nustua4o3gdodu3ofk5fej46/app.bsky.feed.post/3mi74cggae225,bafyreifg6da64bgn2bzgi7yzo53mjfeihtxlxmirpizro2bzrfz6zqcpfu,0.5438666939735413,"['crypto', 'macro']","[0.5438666939735413, 0.5106770396232605]",neutral,0.9279532432556152
2026-03-29T04:07:51.367Z,2026-03-29T04:07:50.895Z,that was a hell of an arizona wildcats basketball game tonight that second half could have been the best most complete best balanced halves of basketball ive seen in a long time beardown gocats btfd,collinyourbs.bsky.social,Collin Yourbs 🌵✡️ 🟦,did:plc:swf6bbqk2p7p42h4tqt6jlrf,21,2,1,at://did:plc:swf6bbqk2p7p42h4tqt6jlrf/app.bsky.feed.post/3mi6bkflwe22c,bafyreiayf53skom4amscunpbkdewuficwtjgpez6m2nfdowfaubdhputee,0.5555742979049683,"['equities', 'portfolio']","[0.5555742979049683, 0.5289633274078369]",neutral,0.8501570820808411
